2023-07-05,2023186,35,24,4,27,47,18,+,1,蛇,龙,鼠,牛,蛇,狗,,兔,木,金,土,水,土,土,,金,,155,单,4:3,                    奇,偶,偶,奇,奇,偶                ,43,<a href=/newam6hc-kjjg-2023186.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-02-07,2023038,41,4,1,21,47,38,+,30,猪,鼠,兔,羊,蛇,虎,,狗,水,土,金,木,土,火,,火,,152,双,4:3,                    奇,偶,奇,奇,奇,偶                ,46,<a href=/newam6hc-kjjg-2023038.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-02-06,2023037,47,23,44,45,39,42,+,21,蛇,蛇,猴,羊,牛,狗,,羊,土,金,木,火,金,水,,木,,240,双,5:2,                    奇,奇,偶,奇,奇,偶                ,24,<a href=/newam6hc-kjjg-2023037.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-02-05,2023036,9,35,3,14,1,42,+,4,羊,蛇,牛,虎,兔,狗,,鼠,金,木,土,木,金,水,,土,,104,双,4:3,                    奇,奇,奇,偶,奇,偶                ,41,<a href=/newam6hc-kjjg-2023036.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-02-04,2023035,34,10,42,27,32,38,+,48,马,马,狗,牛,猴,虎,,龙,土,金,水,水,金,火,,土,,183,单,1:6,                    偶,偶,偶,奇,偶,偶                ,32,<a href=/newam6hc-kjjg-2023035.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-02-03,2023034,2,30,15,41,34,42,+,47,虎,狗,牛,猪,马,狗,,蛇,金,火,火,水,土,水,,土,,164,双,3:4,                    偶,偶,奇,奇,偶,偶                ,40,<a href=/newam6hc-kjjg-2023034.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-02-02,2023033,14,16,13,41,7,20,+,4,虎,鼠,兔,猪,鸡,猴,,鼠,木,火,木,水,火,水,,土,,111,单,3:4,                    偶,偶,奇,奇,奇,偶                ,34,<a href=/newam6hc-kjjg-2023033.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-02-01,2023032,38,7,8,1,30,19,+,11,虎,鸡,猴,兔,狗,鸡,,蛇,火,火,火,金,火,水,,水,,103,单,4:3,                    偶,奇,偶,奇,偶,奇                ,37,<a href=/newam6hc-kjjg-2023032.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-31,2023031,23,9,42,44,37,10,+,11,蛇,羊,狗,猴,兔,马,,蛇,金,金,水,木,火,金,,水,,165,单,4:3,                    奇,奇,偶,偶,奇,偶                ,35,<a href=/newam6hc-kjjg-2023031.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-30,2023030,7,1,43,48,37,44,+,36,鸡,兔,鸡,龙,兔,猴,,龙,火,金,木,土,火,木,,木,,180,双,4:3,                    奇,奇,奇,偶,奇,偶                ,47,<a href=/newam6hc-kjjg-2023030.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-29,2023029,24,47,40,42,8,36,+,18,龙,蛇,鼠,狗,猴,龙,,狗,金,土,金,水,火,木,,土,,197,单,1:6,                    偶,奇,偶,偶,偶,偶                ,39,<a href=/newam6hc-kjjg-2023029.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-28,2023028,45,19,12,48,28,20,+,2,羊,鸡,龙,龙,鼠,猴,,虎,火,水,水,土,水,水,,金,,172,双,2:5,                    奇,奇,偶,偶,偶,偶                ,36,<a href=/newam6hc-kjjg-2023028.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-27,2023027,12,43,30,9,2,36,+,35,龙,鸡,狗,羊,虎,龙,,蛇,水,木,火,金,金,木,,木,,132,双,3:4,                    偶,奇,偶,奇,偶,偶                ,41,<a href=/newam6hc-kjjg-2023027.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-26,2023026,45,6,43,25,5,34,+,32,羊,狗,鸡,兔,猪,马,,猴,火,木,木,土,木,土,,金,,158,双,4:3,                    奇,偶,奇,奇,奇,偶                ,40,<a href=/newam6hc-kjjg-2023026.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-25,2023025,4,11,16,38,29,26,+,9,鼠,蛇,鼠,虎,猪,虎,,羊,土,水,火,火,火,土,,金,,124,双,3:4,                    偶,奇,偶,偶,奇,偶                ,34,<a href=/newam6hc-kjjg-2023025.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-24,2023024,2,38,1,48,27,11,+,36,虎,虎,兔,龙,牛,蛇,,龙,金,火,金,土,水,水,,木,,127,单,3:4,                    偶,偶,奇,偶,奇,奇                ,47,<a href=/newam6hc-kjjg-2023024.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-23,2023023,17,47,34,44,27,13,+,40,猪,蛇,马,猴,牛,兔,,鼠,土,土,土,木,水,木,,金,,182,双,4:3,                    奇,奇,偶,偶,奇,奇                ,34,<a href=/newam6hc-kjjg-2023023.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-22,2023022,40,12,14,19,18,2,+,7,鼠,龙,虎,鸡,狗,虎,,鸡,金,水,木,水,土,金,,火,,105,单,2:5,                    偶,偶,偶,奇,偶,偶                ,38,<a href=/newam6hc-kjjg-2023022.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-21,2023021,47,37,27,39,19,18,+,45,蛇,兔,牛,牛,鸡,狗,,羊,土,火,水,金,水,土,,火,,187,单,6:1,                    奇,奇,奇,奇,奇,偶                ,29,<a href=/newam6hc-kjjg-2023021.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-20,2023020,44,31,26,4,38,3,+,49,猴,鸡,虎,鼠,虎,牛,,兔,木,金,土,土,火,土,,水,,146,双,3:4,                    偶,奇,偶,偶,偶,奇                ,41,<a href=/newam6hc-kjjg-2023020.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-19,2023019,30,45,15,17,12,19,+,32,狗,羊,牛,猪,龙,鸡,,猴,火,火,火,土,水,水,,金,,138,双,4:3,                    偶,奇,奇,奇,偶,奇                ,33,<a href=/newam6hc-kjjg-2023019.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-18,2023018,35,29,17,11,46,32,+,26,蛇,猪,猪,蛇,马,猴,,虎,木,火,土,水,火,金,,土,,170,双,4:3,                    奇,奇,奇,奇,偶,偶                ,35,<a href=/newam6hc-kjjg-2023018.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-17,2023017,23,33,13,7,49,5,+,48,蛇,羊,兔,鸡,兔,猪,,龙,金,土,木,火,水,木,,土,,130,双,6:1,                    奇,奇,奇,奇,奇,奇                ,44,<a href=/newam6hc-kjjg-2023017.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-16,2023016,43,25,38,6,17,11,+,36,鸡,兔,虎,狗,猪,蛇,,龙,木,土,火,木,土,水,,木,,140,双,4:3,                    奇,奇,偶,偶,奇,奇                ,37,<a href=/newam6hc-kjjg-2023016.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-15,2023015,40,42,30,16,7,8,+,12,鼠,狗,狗,鼠,鸡,猴,,龙,金,水,火,火,火,火,,水,,143,单,1:6,                    偶,偶,偶,偶,奇,偶                ,35,<a href=/newam6hc-kjjg-2023015.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-14,2023014,36,7,16,39,1,30,+,13,龙,鸡,鼠,牛,兔,狗,,兔,木,火,火,金,金,火,,木,,129,单,4:3,                    偶,奇,偶,奇,奇,偶                ,38,<a href=/newam6hc-kjjg-2023014.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-13,2023013,35,20,12,44,7,36,+,15,蛇,猴,龙,猴,鸡,龙,,牛,木,水,水,木,火,木,,火,,154,双,3:4,                    奇,偶,偶,偶,奇,偶                ,37,<a href=/newam6hc-kjjg-2023013.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-12,2023012,6,2,23,22,10,3,+,49,狗,虎,蛇,马,马,牛,,兔,木,金,金,木,金,土,,水,,66,双,3:4,                    偶,偶,奇,偶,偶,奇                ,21,<a href=/newam6hc-kjjg-2023012.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-11,2023011,6,20,27,25,44,5,+,16,狗,猴,牛,兔,猴,猪,,鼠,木,水,水,土,木,木,,火,,127,单,3:4,                    偶,偶,奇,奇,偶,奇                ,39,<a href=/newam6hc-kjjg-2023011.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-10,2023010,24,12,20,46,42,15,+,9,龙,龙,猴,马,狗,牛,,羊,金,水,水,火,水,火,,金,,159,单,2:5,                    偶,偶,偶,偶,偶,奇                ,34,<a href=/newam6hc-kjjg-2023010.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-09,2023009,14,23,26,49,18,43,+,9,虎,蛇,虎,兔,狗,鸡,,羊,木,金,土,水,土,木,,金,,173,单,4:3,                    偶,奇,偶,奇,偶,奇                ,35,<a href=/newam6hc-kjjg-2023009.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-08,2023008,43,11,30,28,20,5,+,6,鸡,蛇,狗,鼠,猴,猪,,狗,木,水,火,水,水,木,,木,,137,单,3:4,                    奇,奇,偶,偶,偶,奇                ,38,<a href=/newam6hc-kjjg-2023008.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-07,2023007,14,47,42,27,23,39,+,26,虎,蛇,狗,牛,蛇,牛,,虎,木,土,水,水,金,金,,土,,192,双,4:3,                    偶,奇,偶,奇,奇,奇                ,33,<a href=/newam6hc-kjjg-2023007.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-06,2023006,32,12,26,20,8,48,+,47,猴,龙,虎,猴,猴,龙,,蛇,金,水,土,水,火,土,,土,,146,双,1:6,                    偶,偶,偶,偶,偶,偶                ,40,<a href=/newam6hc-kjjg-2023006.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-05,2023005,44,9,21,36,3,49,+,41,猴,羊,羊,龙,牛,兔,,猪,木,金,木,木,土,水,,水,,162,双,5:2,                    偶,奇,奇,偶,奇,奇                ,46,<a href=/newam6hc-kjjg-2023005.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-04,2023004,26,21,13,3,49,41,+,39,虎,羊,兔,牛,兔,猪,,牛,土,木,木,土,水,水,,金,,153,单,6:1,                    偶,奇,奇,奇,奇,奇                ,46,<a href=/newam6hc-kjjg-2023004.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-03,2023003,10,35,43,30,47,36,+,18,马,蛇,鸡,狗,蛇,龙,,狗,金,木,木,火,土,木,,土,,201,单,3:4,                    偶,奇,奇,偶,奇,偶                ,37,<a href=/newam6hc-kjjg-2023003.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-02,2023002,34,48,41,24,30,4,+,39,马,龙,猪,龙,狗,鼠,,牛,土,土,水,金,火,土,,金,,181,单,2:5,                    偶,偶,奇,偶,偶,偶                ,44,<a href=/newam6hc-kjjg-2023002.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-01-01,2023001,1,49,14,23,31,46,+,32,兔,兔,虎,蛇,鸡,马,,猴,金,水,木,金,金,火,,金,,164,双,4:3,                    奇,奇,偶,奇,奇,偶                ,48,<a href=/newam6hc-kjjg-2023001.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
